流水號,大類別,From,網址,created_time,post_type,postID,post_message,status_type,link,轉貼標題(name),留言數,按讚數,分享數,update_time
35,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_912961285491907,7:58:00 PM,link,111103359011041_912961285491907,【膽小者勿入】不要問，真的很可怕！😱😱😱  小編自己看完之後也覺得毛毛的，歡迎粉絲來挑戰膽量！💀💀💀（by #學海無編）#精選影片,shared_story,https://www.hopenglish.com/dare-you-play-the-game,「【膽小者勿入】神奇方格遊戲」- Dare You Play the Game?,0,39,4,3/24/2016 19:58
55,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_909961092458593,9:22:00 AM,photo,111103359011041_909961092458593,各位學英文的朋友早安：)「與...相配、伴隨」- Go With↓https://www.hopenglish.com/go-with-3關注希平方，天天學到超實用片語！,added_photos,https://www.facebook.com/youtubelearn/photos/a.139240742863969.26508.111103359011041/909961092458593/?type=3,Timeline Photos,1,39,2,3/22/2016 23:59
4,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_919907764797259,12:20:00 PM,photo,111103359011041_919907764797259,上班累了嗎？午休時間一起來小睡一下吧👍「小睡、打盹」- Take A Nap↓https://www.hopenglish.com/take-a-nap關注希平方，天天學到超實用片語！,added_photos,https://www.facebook.com/youtubelearn/photos/a.139240742863969.26508.111103359011041/919907764797259/?type=3,Timeline Photos,1,38,7,4/1/2016 9:32
62,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_907124889408880,7:58:00 PM,link,111103359011041_907124889408880,【性格解析】比心理測驗還準！假日就是要睡到自然醒啊💤💤💤你知道你的睡姿代表著什麼樣的性格嗎？大家看完之後跟小編說你覺得這個分析準不準吧！(by #學海無編)#精選影片,shared_story,https://www.hopenglish.com/what-your-sleeping-position-says-about-you,「從睡姿看個性～你是哪種類型？」- What Your Sleeping Position Says about You,0,35,4,3/19/2016 19:58
69,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_907688916019144,9:20:01 AM,photo,111103359011041_907688916019144,各位學英文的朋友早安：)「和...一道」- Along With↓https://www.hopenglish.com/along-with-5關注希平方，天天學到超實用片語！,added_photos,https://www.facebook.com/youtubelearn/photos/a.139240742863969.26508.111103359011041/907688916019144/?type=3,Timeline Photos,1,33,3,3/21/2016 16:17
13,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_917758035012232,9:17:39 AM,photo,111103359011041_917758035012232,各位學英文的朋友早安：) 「雜亂」- All Over The Place↓https://www.hopenglish.com/all-over-the-place關注希平方，天天學到超實用片語！,added_photos,https://www.facebook.com/youtubelearn/photos/a.139240742863969.26508.111103359011041/917758035012232/?type=3,Timeline Photos,0,32,3,3/29/2016 9:17
8,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_918857661568936,12:20:00 PM,photo,111103359011041_918857661568936,大量使用片語才是老外真正的說話方式↓「就...方面來說」- In Terms Of↓https://www.hopenglish.com/in-terms-of-7關注希平方，天天學到超實用片語！,added_photos,https://www.facebook.com/youtubelearn/photos/a.139240742863969.26508.111103359011041/918857661568936/?type=3,Timeline Photos,1,28,8,3/31/2016 14:27
10,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_916963435091692,9:30:00 PM,link,111103359011041_916963435091692,📣【學員心得分享】📣剛開始時，內人實在興趣缺缺，一心嚮往英語補習班的生活(事實上她也預訂好了試聽的時間)，但我想，要如何讓我內人踏出第一步，開始試聽一下希平方的方式，剛好，在第一堂課中，有一個繞口令十分有趣；因此，多次在上班開車途上，反覆大聲地朗讀這一段繞口令 She Sells Sea Shells By The Sea Shore，就這樣，哈哈哈....魚兒就上鈎了🐟😁#喜歡就按讚👍 #認同請分享💪►持續攻其不背，讓你英文不再弱弱(low low)的！ ✨ ✨ ✨,shared_story,http://pipenlinlearning.blogspot.tw/2015/05/blog-post_24.html,學習: 攻其不背 創新完備 耳聽口唸 學習增倍,0,26,,3/29/2016 21:30
21,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_910791895708846,4:30:00 PM,link,111103359011041_910791895708846,📣【學員心得分享】📣就算一直看影集或是聽廣播，沒有一個字一個字或是一句一句瞭解，進步的速度也是非常的慢。希平方雖沒有昂貴且華麗的教學系統與行銷，但卻將課程品質回饋給學員，更棒的是，還可以透過自己的選擇，有關西方的文化、藝術、電影、流行趨勢等等，這樣的學習更是我需要的。所以評估過後，我選擇了希平方！套句流行話，學英文就是要把錢花在刀口上，不然要幹嘛？ 😁#喜歡就按讚👍 #認同請分享💪►持續攻其不背，讓你英文不再弱弱(low low)的！ ✨ ✨ ✨,shared_story,http://flight0928.pixnet.net/blog/post/43364245,專注學習 持之以恆 攻其不背 @ flight0928的部落格 :: 痞客邦 PIXNET ::,0,26,4,3/27/2016 16:30
48,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_910780465709989,9:30:00 PM,link,111103359011041_910780465709989,📣【學員心得分享】📣台灣學生大部分比較重視聽、讀，常常輕忽了說跟寫。「攻其不背」的系統設計，讓我們可以模仿影片中外國人的口音，不但矯正了發音的偏差，在重複練習的過程中，也讓自己的口說速度可以跟上外語老師，達到熟能生巧的程度。像單字的部分，很多人是看得懂的，但叫他拚他拚不出來，如此在寫作上就會出現問題了，而「攻其不背」課程，不但強迫你一定要把整句話拚出來，還會不斷的重複複習，讓你到後來背不起來也難，真的是名副其實的「攻其不背」！#喜歡就按讚👍 #認同請分享💪►持續攻其不背，讓你英文不再弱弱(low low)的！ ✨ ✨ ✨,shared_story,http://mypaper.pchome.com.tw/heylabbb/post/1363211413,★希平方-攻其不背★線上英語學習課程~~真的是太強惹!!!!!!!,0,25,2,3/22/2016 21:30
58,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_904697352984967,4:30:00 PM,link,111103359011041_904697352984967,📣【學員心得分享】📣攻其不背的上課方式是以【重複學習】為主。人在學習的時候常常容易忘記，學習越多次，記憶也會越深刻，也就越不容易忘記，因此攻其不背使用的方式就是【重複學習】。透過分層的方式，一堂課裡面有多種不同的學習方式，同一段可以複習到許多次，並且是以不同的形式，因此在以學習英文方面來說，算是很方便，不用課前預習，也不用課後複習，因為你在學習的過程中，你就已經記得很清楚了。#喜歡就按讚👍 #認同請分享💪►持續攻其不背，讓你英文不再弱弱(low low)的！ ✨ ✨ ✨,shared_story,http://a8895222.pixnet.net/blog/post/44208330,攻其不背 @ a8895222的部落格 :: 痞客邦 PIXNET ::,0,22,4,3/20/2016 16:30
63,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_904691259652243,4:30:00 PM,link,111103359011041_904691259652243,📣【學員心得分享】📣我發現使用【希平方-攻其不背】上課其實並不困難，你可以選擇自己喜歡的課程來學習，所以在學習英文的意願當中就提升了非常多。在加上攻其不背，並不是像傳統的教法那樣，強迫你不斷的背誦單字、片語，而是經過閱讀、聽力、錄音的多種方式來讓你進行學習，只要是我有看過的單字，我多少都會有些印象，我覺得這對我來說是進步非常大的😄希望在接下來的時間，希平方-攻其不背可以讓我學會更多的英文。#喜歡就按讚👍 #認同請分享💪►持續攻其不背，讓你英文不再弱弱(low low)的！ ✨ ✨ ✨,shared_story,http://blog.yam.com/angus800916/article/126427012,在緋色之夜裡徘徊的縹緲之心: 攻其不背-學習心得 - yam天空部落,0,21,1,3/19/2016 16:30
2,post,看YouTube輕鬆學英文 - 希平方(111103359011041),http://www.facebook.com/111103359011041_916964958424873,9:30:01 PM,link,111103359011041_916964958424873,📣【學員心得分享】📣每堂課，除了學習新的課程之外，還有考試、複習的時間，經由這個過程，可以讓我們知道，到底接收了多少、吸收了多少。平均同一段影片，會看五次，第一次是上課，第二次是聽音檔並排列順序，第三次是聽寫，第四次是填空，第五次是考試。透過不斷不斷的練習，重複不斷的接收，把這些訊息一次一次地植入我們的腦中，一次一次加深我們的印象。但不僅僅只是聽、寫，每次也都必須練習口說。學日文久了，講英文有的時候難免會有日本腔，一開始很不喜歡聽自己說的英文，覺得很怪，但透過影片，複誦句子，模仿音調及速度，一次兩次三次下來，感覺英文發音也越來越漂亮。#喜歡就按讚👍 #認同請分享💪►持續攻其不背，讓你英文不再弱弱(low low)的！ ✨ ✨ ✨,shared_story,http://minmi68.pixnet.net/blog/post/355662303,希平方學英文 攻其不背 @ Mei日心閱 :: 痞客邦 PIXNET ::,0,18,1,3/31/2016 21:30
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,, 
