流水號,大類別,From,網址,created_time,post_type,postID,post_message,status_type,link,轉貼標題(name),留言數,按讚數,分享數,update_time
18,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1153062404713559,1:00:00 PM,link,515316421821497_1153062404713559,月經(period)可說是女生這輩子無法擺脫的惡夢(nightmare)！不但要忍受濕濕(wet)黏黏(sticky)的觸感，還有無法克制的暴躁(hot-tempered)！想必男士們(gentlemen)應該不太瞭解女生每個月最痛苦的幾天如何渡過，就讓這個影片大聲的說出女孩真心話！https://goo.gl/WCU0Nq,shared_story,https://goo.gl/WCU0Nq,男女都該知道的-月經真相(Girls on periods),2,239,75,3/29/2016 16:21
42,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1149321098421023,9:00:00 PM,link,515316421821497_1149321098421023,通勤、下課時間、等看醫生，日常生活當中的零碎時間實在太多，但又看不完太長的英文影片怎麼辦？小編精選 Snapchat， Vine， VoiceTube 以及 Buzzfeed，這四大短片 app，讓你跟上潮流、吸收新知，同時學好英文！http://goo.gl/bNThao,shared_story,http://goo.gl/bNThao,【推薦】零碎的閒暇時間不知道該如何運用？VT 精選四個超有趣的英文短片 app，時間少也不怕！,2,216,103,3/25/2016 11:23
33,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1151088808244252,5:00:00 PM,link,515316421821497_1151088808244252,#挑戰不按翻譯年糕Time flies especially in every god damn morning.看更多有趣影片：https://goo.gl/mi8IGm,shared_story,http://gph.is/1Pwd1qU,gph.is,6,205,17,3/30/2016 11:37
71,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1145072655512534,1:00:00 PM,link,515316421821497_1145072655512534,這些看似平常的東西也可以是致命的 (deadly) !?像是喝水雖然重要，但喝太多的水會造成腦細胞 (brain cells) 腫脹 (swell) 導致頭痛 (headache) 、癲癇 (seizure) 等症狀快來看看還有什麼是致命的吧!https://goo.gl/PG6Sfy,shared_story,https://goo.gl/PG6Sfy,這麼多東西會殺了你 (This Much Will Kill You),2,205,70,3/23/2016 10:57
24,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1152963088056824,1:10:33 PM,link,515316421821497_1152963088056824,YOLO? Nocialize？這些現代 (modern) 用語知多少隨著時代的轉變，演變出許多結合 (combined) 詞語，能更準確 (precisely) 表達詞意，來看看影片教你哪9個必學俚語https://goo.gl/LuAY9g,shared_story,https://goo.gl/LuAY9g,【英文技巧】你所必須知道的9個新潮俚語！ (9 Urban Dictionary Definitions You Need To Know),3,192,95,3/28/2016 19:20
77,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1145030775516722,1:00:00 PM,link,515316421821497_1145030775516722,這種天氣就是要待在家補眠啊~現在很多人都因為忙碌的生活而缺乏睡眠 (sleep deprived)或因為太多的壓力 (stress) 而導致失眠 (insomnia)睡眠不足會如何影響 (affect) 你的面容？影片中用化妝的方式告訴你20年的睡眠不足會有多可怕！https://goo.gl/rT3EfA,shared_story,https://goo.gl/rT3EfA,睡眠如何影響你的面容?How Does Sleep Affect Your Face?,1,190,77,3/23/2016 10:54
13,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1155040214515778,1:00:00 PM,link,515316421821497_1155040214515778,有人說，跟自己相似的人在一起，感情才會長久(lasting)但是你有想過，跟不同類型的人約會(date)其實才能擦出新火花嗎？愛情不是絕對(absolute)、從現在開始敞開心胸(open-minded)多嘗試跟不同個性的人接觸，也許春天就近在眼前(around the corner)！https://goo.gl/5fvhbR,shared_story,https://goo.gl/5fvhbR,試著跟不同型的人約會吧！(Why you shouldn't date your type),3,184,48,3/31/2016 3:25
16,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1154125367940596,5:00:00 PM,link,515316421821497_1154125367940596,#挑戰不按翻譯年糕Life is full of obstacles， but you gotta keep trying!更多影片：https://goo.gl/u2GmDh,shared_story,http://gph.is/1UZt1Zk,gph.is,1,159,17,3/29/2016 18:04
83,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1144224882263978,1:00:00 PM,link,515316421821497_1144224882263978,大家總說，初吻(first kiss)不管是好是壞，總是令人銘心刻骨，難以忘懷(unforgettable)你還記得當初青澀害羞(shy)，鼓起勇氣(pluck up courage)前那份酸酸甜甜的感覺嗎？隆重鉅獻，第一次接吻前的小劇場，一起回味當時的靦腆(bashfulness) <3https://goo.gl/H0T23z,shared_story,https://goo.gl/H0T23z,第一次接吻前的小劇場 Thoughts You Have Before A First Kiss,2,158,50,3/19/2016 2:54
4,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1156061351080331,5:00:00 PM,link,515316421821497_1156061351080331,#挑戰不按翻譯年糕Hmm...look delicious...wait what!?看更多有趣影片：https://goo.gl/QoB0Om,shared_story,http://gph.is/1V81vZW,gph.is,8,156,13,4/1/2016 18:15
30,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1151389008214232,1:00:00 PM,link,515316421821497_1151389008214232,你是不是常常看著別人的臉書動態或 Instagram羨慕 (envy) 大家看似多采多姿 (colorful) 的生活？其實，他們的現實生活 (real life) 可能跟照片上有很大的差別 (difference)快來看看一張看似美好的照片背後的祕密吧！https://goo.gl/fDnn6X,shared_story,https://goo.gl/fDnn6X,tw.voicetube.com,0,145,34,3/27/2016 13:00
14,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1153457718007361,9:00:01 PM,link,515316421821497_1153457718007361,比利時恐攻造成歐洲人心惶惶出動特警圍剿嫌犯，機場緊急封閉許多外國媒體也對這次恐攻大幅度報導快來看看CNN、New York Times 怎麼說？>>http://goo.gl/nXWgBu,shared_story,http://goo.gl/nXWgBu,【新聞英文】比利時恐攻震驚全球，看看外國新聞媒體怎麼說！,1,143,50,3/30/2016 16:46
40,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1150208631665603,1:35:28 PM,link,515316421821497_1150208631665603,曾經勇奪艾美獎12座獎項的影集你知道是哪一部影集嗎？沒有錯！就是風靡全球的權力遊戲：冰與火之歌(Game of Thrones)錯綜複雜(complicated)的故事、血腥(bloody)殘忍的人性(human nature)以及意想不到(surprising)的劇情(plot)第六季預告(trailer)正式發佈(launched)！你還在等什麼？https://goo.gl/loevBd,shared_story,https://goo.gl/loevBd,Game of Thrones Season 6: Trailer (RED BAND) (HBO),1,140,31,3/25/2016 16:26
22,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1153035514716248,5:00:00 PM,link,515316421821497_1153035514716248,#挑戰不按翻譯年糕My face when I get off work everyday:更多影片在這裡---> https://goo.gl/UQw1LU,shared_story,http://gph.is/1ofQUz7,gph.is,4,117,7,3/29/2016 3:39
52,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1148234875196312,1:00:00 PM,link,515316421821497_1148234875196312,做夢(dreaming)似乎是人之常情，常常起床之後什麼都忘了(forget)但如果，今天告訴你，其實夢可以被錄(record)起來呢？人的一生有將近六年的時間都在作夢、如果全部都可以保存下來(put in storage)，往後回顧(retrospect)的時候一定超有趣！到底要怎麼做到呢？https://goo.gl/Tvp3Rs,shared_story,https://goo.gl/Tvp3Rs,「夢」可以錄起來嗎 Could We Record Our Dreams?,0,117,46,3/23/2016 13:00
70,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1144310845588715,3:00:00 PM,photo,515316421821497_1144310845588715,【克漏字挑戰】這個空格填什麼？《今日克漏字》Make an ______.找個藉口。《克漏字挑戰練功重點提示》_x000B_1.先想想這個空格該填什麼。_x000B_2.在貼文下方練習看看！_x000B_3.答案就在影片中！點點影片找答案：https://goo.gl/JRAXsx #克漏字挑戰 #今日克漏字 #cloze #learning #everyday,added_photos,https://www.facebook.com/voicetubetw/photos/a.517136481639491.125051.515316421821497/1144310845588715/?type=3,Timeline Photos,69,116,7,3/26/2016 15:16
2,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1156249747728158,9:00:00 PM,link,515316421821497_1156249747728158,【VT X Uber 獨家限定】免費送你 NT$180 乘車金！你也跟小編一樣生活中已經少不了 Uber 了嗎 >___^ <3但在我們享受高品質搭乘體驗的同時，你真的知道 Uber 是如何解決交通紊亂的問題嗎？VoiceTube 與 Uber 團隊攜手合作，翻譯了 Uber CEO Travis Kalanick 在 TED 發表的最新精彩演說，希望讓大家都能夠更深入了解智慧科技與共乘服務為世界帶來的影響！除此之外，VoiceTube 與 Uber 團隊更提供給 VT 粉絲們NT$180的首乘優惠！讓大家看完影片後就能夠立即享受 Uber 最優質的搭乘體驗！----------------------------------------------------------------------------------1. 立即下載 Uber App並註冊：http://ubr.to/1Uuktes2. 輸入優惠序號《VoiceTube》3. 立即享有 VT 獨家NT$180首乘優惠！----------------------------------------------------------------------------------►小編心事：小編有次半夜跟朋友搭 Uber，朋友先到家下車後， Uber 司機仍停在朋友家樓下不開，小編：司機怎麼了嗎？ Uber 司機：我想確保她安全到家上樓再離開（小編整個暖意從腳底流到天庭蓋）有人有更有趣的Uber體驗嗎^___^#Uber帶我長知識 #VoiceTube帶我學英文 #NT180獨家優惠 #iLoveUber #iLoveVoiceTube #VoiceTube #Uber #連假就決定搭Uber出去玩 #在Uber上可以用VoiceTubeAPP學英文哦 #Uber司機是暖男,shared_story,http://bit.ly/1M23RYN,【TED】Uber CEO 帶你了解 Uber 是如何運作的！ (Travis Kalanick - Uber's plan to get more people into fewer cars),1,115,30,4/1/2016 10:13
5,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1156021844417615,3:00:01 PM,photo,515316421821497_1156021844417615,【造句練功房】 這句英文怎麼說？《今日練習句》這杯珍珠奶茶真好喝。《造句練功房練功重點提示》1.先想像自己會怎麼說這句話。2.在貼文下方練習看看！3.答案就在影片中！點點影片找答案：https://goo.gl/W9n7TR● 為什麼我應該加入造句練功房？>>>https://goo.gl/W9n7TR#造句練功房 #今日練習句 #sentences #practice #everyday,added_photos,https://www.facebook.com/voicetubetw/photos/a.517136481639491.125051.515316421821497/1156021844417615/?type=3,Timeline Photos,43,115,17,4/8/2016 9:27
38,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1150133045006495,5:00:00 PM,link,515316421821497_1150133045006495,#挑戰不按翻譯年糕What doesn't kill you makes you stronger...不夠好笑？到這裡找：https://goo.gl/04QCEh,shared_story,http://gph.is/1LLkkR4,gph.is,4,115,15,3/26/2016 14:45
64,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1144309268922206,3:00:00 PM,photo,515316421821497_1144309268922206,【造句練功房】 這句英文怎麼說？《今日練習句》投資你自己。《造句練功房練功重點提示》1.先想像自己會怎麼說這句話。2.在貼文下方練習看看！3.答案就在影片中！點點影片找答案：https://goo.gl/iVctSg● 為什麼我應該加入造句練功房？>>>http://goo.gl/XtdWdV#造句練功房 #今日練習句 #sentences #practice #everyday,added_photos,https://www.facebook.com/voicetubetw/photos/a.517136481639491.125051.515316421821497/1144309268922206/?type=3,Timeline Photos,30,111,10,3/23/2016 14:44
57,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1146596455360154,3:00:00 PM,photo,515316421821497_1146596455360154,【克漏字挑戰】這個空格填什麼？《今日克漏字》He is a ______. 他是個很有魅力的人。《克漏字挑戰練功重點提示》1.先想想這個空格該填什麼。2.在貼文下方練習看看！3.答案就在影片中！點點影片找答案：https://goo.gl/RSR9B1 #克漏字挑戰 #今日克漏字 #cloze #learning #everyday,added_photos,https://www.facebook.com/voicetubetw/photos/a.517136481639491.125051.515316421821497/1146596455360154/?type=3,Timeline Photos,44,110,12,3/26/2016 16:17
12,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1154298327923300,3:00:00 PM,photo,515316421821497_1154298327923300,【克漏字挑戰】這個空格填什麼？《今日克漏字》I don't want to look _____.我不想看起來很小氣。《克漏字挑戰練功重點提示》1.先想想這個空格該填什麼。2.在貼文下方練習看看！3.答案就在影片中！點點影片找答案：https://goo.gl/pXGrKE#克漏字挑戰 #今日克漏字 #cloze #learning #everyday,added_photos,https://www.facebook.com/voicetubetw/photos/a.517136481639491.125051.515316421821497/1154298327923300/?type=3,Timeline Photos,42,109,16,4/8/2016 9:28
34,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1148424628510670,3:00:00 PM,photo,515316421821497_1148424628510670,【克漏字挑戰】這個空格填什麼？《今日克漏字》I won't _______ him. 我不會甩了他。《克漏字挑戰練功重點提示》_x000B_1.先想想這個空格該填什麼。_x000B_2.在貼文下方練習看看！_x000B_3.答案就在影片中！點點影片找答案：https://goo.gl/l4F8gI #克漏字挑戰 #今日克漏字 #cloze #learning #everyday,added_photos,https://www.facebook.com/voicetubetw/photos/a.517136481639491.125051.515316421821497/1148424628510670/?type=3,Timeline Photos,40,106,8,3/28/2016 12:03
76,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1144308432255623,3:00:00 PM,photo,515316421821497_1144308432255623,【造句練功房】 這句英文怎麼說？《今日練習句》它值得你關注。《造句練功房練功重點提示》1.先想像自己會怎麼說這句話。2.在貼文下方練習看看！3.答案就在影片中！點點影片找答案：https://goo.gl/U5B28C● 為什麼我應該加入造句練功房？>>>http://goo.gl/XtdWdV#造句練功房 #今日練習句 #sentences #practice #everyday,added_photos,https://www.facebook.com/voicetubetw/photos/a.517136481639491.125051.515316421821497/1144308432255623/?type=3,Timeline Photos,42,102,11,3/21/2016 17:06
45,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1146615918691541,3:00:00 PM,photo,515316421821497_1146615918691541,【克漏字挑戰】這個空格填什麼？《今日克漏字》   Now it is time to _________ the truth.   現在終於要揭露真相了。《克漏字挑戰練功重點提示》_x000B_1.先想想這個空格該填什麼。_x000B_2.在貼文下方練習看看！_x000B_3.答案就在影片中！點點影片找答案：https://goo.gl/JYcikR #克漏字挑戰 #今日克漏字 #cloze #learning #everyday,added_photos,https://www.facebook.com/voicetubetw/photos/a.517136481639491.125051.515316421821497/1146615918691541/?type=3,Timeline Photos,68,100,9,3/26/2016 15:15
75,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1145055152180951,5:00:00 PM,link,515316421821497_1145055152180951,#挑戰不按翻譯年糕When you see your crush dating someone else...更多有趣影片：https://goo.gl/fl1V7a,shared_story,http://gph.is/1pufs8d,gph.is,1,99,5,3/23/2016 10:56
29,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1148425488510584,3:00:00 PM,photo,515316421821497_1148425488510584,【造句練功房】 這句英文怎麼說？《今日練習句》我聽到一個謠言。《造句練功房練功重點提示》1.先想像自己會怎麼說這句話。2.在貼文下方練習看看！3.答案就在影片中！點點影片找答案：https://goo.gl/T3CVOm● 為什麼我應該加入造句練功房？>>>http://goo.gl/XtdWdV#造句練功房 #今日練習句 #sentences #practice #everyday,added_photos,https://www.facebook.com/voicetubetw/photos/a.517136481639491.125051.515316421821497/1148425488510584/?type=3,Timeline Photos,41,93,11,3/30/2016 14:47
82,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1142242619128871,3:00:01 PM,photo,515316421821497_1142242619128871,【克漏字挑戰】這個空格填什麼？《今日克漏字》  Dreams are an amazing ___________.  作夢是一個驚奇的現象。《克漏字挑戰練功重點提示》_x000B_1.先想想這個空格該填什麼。_x000B_2.在貼文下方練習看看！_x000B_3.答案就在影片中！點點影片找答案：https://goo.gl/gsJfPC#克漏字挑戰 #今日克漏字 #cloze #learning #everyday,added_photos,https://www.facebook.com/voicetubetw/photos/a.517136481639491.125051.515316421821497/1142242619128871/?type=3,Timeline Photos,24,90,6,3/21/2016 18:02
51,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1146516682034798,3:00:00 PM,photo,515316421821497_1146516682034798,【造句練功房】 這句英文怎麼說？《今日練習句》你現在可以親吻新娘了。《造句練功房練功重點提示》1.先想像自己會怎麼說這句話。2.在貼文下方練習看看！3.答案就在影片中！點點影片找答案： https://goo.gl/LLZGlW● 為什麼我應該加入造句練功房？>>>http://goo.gl/XtdWdV#造句練功房 #今日練習句 #sentences #practice #everyday,added_photos,https://www.facebook.com/voicetubetw/photos/a.517136481639491.125051.515316421821497/1146516682034798/?type=3,Timeline Photos,34,85,9,3/27/2016 19:09
28,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1151421154877684,5:00:01 PM,link,515316421821497_1151421154877684,#挑戰不按翻譯年糕When you missed an extremely easy question in an exam...看更多有趣影片：https://goo.gl/ay2Oom,shared_story,http://gph.is/1LP4fdd,gph.is,3,83,6,3/30/2016 10:56
23,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1149223601764106,3:00:00 PM,photo,515316421821497_1149223601764106,【克漏字挑戰】這個空格填什麼？《今日克漏字》I was a  _______. 我以前是一個書呆子。《克漏字挑戰練功重點提示》_x000B_1.先想想這個空格該填什麼。_x000B_2.在貼文下方練習看看！_x000B_3.答案就在影片中！點點影片找答案：https://goo.gl/rwPXpX #克漏字挑戰 #今日克漏字 #cloze #learning #everyday,added_photos,https://www.facebook.com/voicetubetw/photos/a.517136481639491.125051.515316421821497/1149223601764106/?type=3,Timeline Photos,47,78,9,3/29/2016 14:45
56,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1147311141955352,5:00:00 PM,link,515316421821497_1147311141955352,#挑戰不按翻譯年糕 When superman realizes he’s going to fight batman…Find out who wins in the end ---> http://goo.gl/fzU7na,shared_story,http://gph.is/1LCFm4n,gph.is,1,77,7,3/22/2016 19:00
69,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1145080148845118,5:00:00 PM,link,515316421821497_1145080148845118,#挑戰不按翻譯年糕Let's lose some weight! Just kidding...更多有趣影片：https://goo.gl/jCuKpK,shared_story,http://gph.is/1T0av3c,gph.is,2,69,1,3/23/2016 10:58
17,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1153183788034754,3:00:00 PM,photo,515316421821497_1153183788034754,【造句練功房】 這句英文怎麼說？《今日練習句》為什麼青春期這麼難熬？《造句練功房練功重點提示》1.先想像自己會怎麼說這句話。2.在貼文下方練習看看！3.答案就在影片中！點點影片找答案： https://goo.gl/cJF8Vz● 為什麼我應該加入造句練功房？>>>http://goo.gl/XtdWdV#造句練功房 #今日練習句 #sentences #practice #everyday,added_photos,https://www.facebook.com/voicetubetw/photos/a.517136481639491.125051.515316421821497/1153183788034754/?type=3,Timeline Photos,25,66,10,4/2/2016 18:11
50,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1148244575195342,5:00:00 PM,link,515316421821497_1148244575195342,#挑戰不按翻譯年糕Bro! You gotta hold on!哪裡找搞笑影片？Here: https://goo.gl/NaZX1V,shared_story,http://gph.is/1U77VcH,gph.is,1,65,3,3/23/2016 18:37
39,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1146639642022502,3:00:01 PM,photo,515316421821497_1146639642022502,【造句練功房】 這句英文怎麼說？《今日練習句》 有許多方法可以燃燒卡路里。《造句練功房練功重點提示》1.先想像自己會怎麼說這句話。2.在貼文下方練習看看！3.答案就在影片中！點點影片找答案：https://goo.gl/PT4lIy● 為什麼我應該加入造句練功房？>>>http://goo.gl/XtdWdV#造句練功房 #今日練習句 #sentences #practice #everyday,added_photos,https://www.facebook.com/voicetubetw/photos/a.517136481639491.125051.515316421821497/1146639642022502/?type=3,Timeline Photos,23,64,7,3/28/2016 15:17
11,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1155059957847137,5:00:00 PM,link,515316421821497_1155059957847137,#挑戰不按翻譯年糕When I don't answer my girlfriend's messages...更多好笑精選：https://goo.gl/8tqrSn,shared_story,http://gph.is/1LYQXe0,gph.is,0,56,3,3/30/2016 17:00
